6985	32
0	1	
raw
Accepted	Cluster	Timestamp	Height	Width	Slope	SlopeD	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	0	4979	315.000000	1.#INF00	0.000000	0.000000	-478.883156	-606.883156	-669.883156	-668.883156	-665.883156	-682.883156	-698.883156	-710.883156	-736.883156	-772.883156	-782.883156	-733.883156	-634.883156	-543.883156	-523.883156	-584.883156	-667.883156	-693.883156	-645.883156	-581.883156	-572.883156	-626.883156	-670.883156	-638.883156	-547.883156	-474.883156	-467.883156	-499.883156	-516.883156	-511.883156	-508.883156	-514.883156
0	0	4991	1142.000000	1.#INF00	0.000000	0.000000	-52.883156	-51.883156	-31.883156	-3.883156	-19.883156	-131.883156	-344.883156	-595.883156	-762.883156	-752.883156	-580.883156	-346.883156	-150.883156	-45.883156	-39.883156	-87.883156	-101.883156	-18.883156	113.116844	177.116844	130.116844	48.116844	19.116844	56.116844	124.116844	185.116844	212.116844	205.116844	199.116844	238.116844	314.116844	379.116844
0	0	4993	1220.000000	1.#INF00	0.000000	0.000000	71.116844	-101.883156	-302.883156	-459.883156	-566.883156	-632.883156	-661.883156	-683.883156	-742.883156	-850.883156	-960.883156	-1008.883156	-961.883156	-845.883156	-722.883156	-642.883156	-600.883156	-571.883156	-533.883156	-499.883156	-488.883156	-504.883156	-534.883156	-558.883156	-549.883156	-471.883156	-326.883156	-167.883156	-37.883156	70.116844	167.116844	211.116844
0	0	4994	1702.000000	1.#INF00	0.000000	0.000000	205.116844	257.116844	214.116844	110.116844	-25.883156	-211.883156	-454.883156	-705.883156	-878.883156	-920.883156	-860.883156	-783.883156	-727.883156	-652.883156	-507.883156	-303.883156	-109.883156	36.116844	146.116844	249.116844	357.116844	448.116844	511.116844	566.116844	629.116844	684.116844	693.116844	643.116844	582.116844	587.116844	678.116844	781.116844
0	0	4999	1488.000000	1.#INF00	0.000000	0.000000	-467.883156	-514.883156	-581.883156	-628.883156	-604.883156	-517.883156	-462.883156	-537.883156	-714.883156	-846.883156	-806.883156	-601.883156	-340.883156	-114.883156	61.116844	209.116844	337.116844	438.116844	518.116844	592.116844	641.116844	627.116844	534.116844	387.116844	258.116844	221.116844	278.116844	318.116844	239.116844	108.116844	103.116844	265.116844
0	0	5002	1883.000000	1.#INF00	0.000000	0.000000	-514.883156	-432.883156	-364.883156	-311.883156	-233.883156	-155.883156	-203.883156	-479.883156	-892.883156	-1166.883156	-1059.883156	-591.883156	-33.883156	323.116844	371.116844	237.116844	147.116844	234.116844	440.116844	620.116844	693.116844	682.116844	632.116844	547.116844	439.116844	376.116844	422.116844	551.116844	669.116844	716.116844	706.116844	707.116844
0	0	5006	1201.000000	1.#INF00	0.000000	0.000000	396.116844	374.116844	274.116844	91.116844	-141.883156	-387.883156	-590.883156	-703.883156	-723.883156	-677.883156	-585.883156	-443.883156	-265.883156	-96.883156	25.116844	92.116844	135.116844	180.116844	221.116844	249.116844	297.116844	391.116844	477.116844	462.116844	344.116844	208.116844	132.116844	114.116844	111.116844	120.116844	169.116844	245.116844
0	0	5007	3079.000000	1.#INF00	0.000000	0.000000	-37.883156	-224.883156	-433.883156	-526.883156	-489.883156	-437.883156	-480.883156	-614.883156	-740.883156	-762.883156	-674.883156	-574.883156	-575.883156	-721.883156	-1010.883156	-1423.883156	-1855.883156	-2069.883156	-1852.883156	-1239.883156	-516.883156	23.116844	305.116844	464.116844	646.116844	863.116844	1009.116844	996.116844	864.116844	741.116844	723.116844	796.116844
1	1	5008	4095.000000	1.#INF00	0.000000	0.000000	950.116844	1133.116844	1447.116844	1843.116844	2017.116844	1918.116844	967.116844	-537.883156	-1843.883156	-2077.883156	-1315.883156	87.116844	1295.116844	1941.116844	2017.116844	2017.116844	2017.116844	1918.116844	1783.116844	1621.116844	1457.116844	1315.116844	1185.116844	1009.116844	761.116844	513.116844	375.116844	372.116844	415.116844	383.116844	225.116844	-2.883156
0	0	5019	1371.000000	1.#INF00	0.000000	0.000000	-228.883156	-285.883156	-357.883156	-391.883156	-367.883156	-340.883156	-403.883156	-576.883156	-767.883156	-849.883156	-775.883156	-616.883156	-459.883156	-296.883156	-79.883156	174.116844	378.116844	474.116844	483.116844	474.116844	492.116844	521.116844	516.116844	487.116844	485.116844	504.116844	478.116844	374.116844	255.116844	210.116844	259.116844	354.116844
1	1	5020	3744.000000	1.#INF00	0.000000	0.000000	216.116844	137.116844	192.116844	372.116844	611.116844	748.116844	466.116844	-507.883156	-1972.883156	-2077.883156	-2077.883156	-2077.883156	-926.883156	384.116844	1157.116844	1485.116844	1616.116844	1666.116844	1580.116844	1270.116844	768.116844	246.116844	-85.883156	-122.883156	71.116844	347.116844	580.116844	695.116844	648.116844	439.116844	138.116844	-125.883156
