6985	32
0	1	
raw
Accepted	Cluster	Timestamp	Height	Width	Slope	SlopeD	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	0	221	1445.000000	1.#INF00	0.000000	0.000000	-112.883156	-262.883156	-330.883156	-299.883156	-255.883156	-284.883156	-409.883156	-601.883156	-781.883156	-842.883156	-720.883156	-452.883156	-168.883156	-3.883156	22.116844	13.116844	81.116844	242.116844	432.116844	568.116844	602.116844	548.116844	450.116844	344.116844	269.116844	244.116844	249.116844	242.116844	215.116844	208.116844	263.116844	347.116844
0	0	238	1087.000000	1.#INF00	0.000000	0.000000	-327.883156	-310.883156	-263.883156	-190.883156	-169.883156	-279.883156	-496.883156	-685.883156	-718.883156	-583.883156	-377.883156	-222.883156	-177.883156	-204.883156	-211.883156	-144.883156	-31.883156	51.116844	56.116844	9.116844	-13.883156	52.116844	199.116844	335.116844	368.116844	295.116844	185.116844	101.116844	45.116844	-10.883156	-83.883156	-153.883156
0	0	242	897.000000	1.#INF00	0.000000	0.000000	-176.883156	-116.883156	-99.883156	-156.883156	-269.883156	-397.883156	-527.883156	-652.883156	-740.883156	-739.883156	-657.883156	-583.883156	-597.883156	-662.883156	-675.883156	-597.883156	-485.883156	-393.883156	-326.883156	-282.883156	-264.883156	-276.883156	-303.883156	-319.883156	-292.883156	-225.883156	-146.883156	-62.883156	38.116844	130.116844	156.116844	102.116844
0	0	249	1333.000000	1.#INF00	0.000000	0.000000	-198.883156	-267.883156	-271.883156	-230.883156	-221.883156	-292.883156	-442.883156	-633.883156	-778.883156	-769.883156	-559.883156	-216.883156	103.116844	257.116844	216.116844	104.116844	103.116844	268.116844	441.116844	403.116844	109.116844	-264.883156	-482.883156	-446.883156	-249.883156	-32.883156	152.116844	324.116844	478.116844	554.116844	501.116844	345.116844
0	0	255	1382.000000	1.#INF00	0.000000	0.000000	-91.883156	-168.883156	-118.883156	-38.883156	-72.883156	-253.883156	-493.883156	-672.883156	-723.883156	-618.883156	-358.883156	5.116844	364.116844	603.116844	658.116844	551.116844	403.116844	359.116844	445.116844	519.116844	429.116844	198.116844	3.116844	-28.883156	78.116844	222.116844	323.116844	342.116844	277.116844	159.116844	54.116844	23.116844
0	0	260	2383.000000	1.#INF00	0.000000	0.000000	-221.883156	-97.883156	-48.883156	-74.883156	-115.883156	-152.883156	-273.883156	-592.883156	-1057.883156	-1426.883156	-1466.883156	-1126.883156	-540.883156	81.116844	561.116844	829.116844	916.116844	888.116844	791.116844	675.116844	589.116844	550.116844	512.116844	409.116844	249.116844	114.116844	64.116844	83.116844	105.116844	71.116844	-16.883156	-103.883156
0	0	261	898.000000	1.#INF00	0.000000	0.000000	-103.883156	-122.883156	-56.883156	24.116844	17.116844	-122.883156	-356.883156	-607.883156	-799.883156	-873.883156	-795.883156	-582.883156	-314.883156	-108.883156	-39.883156	-85.883156	-162.883156	-210.883156	-226.883156	-221.883156	-194.883156	-153.883156	-117.883156	-107.883156	-128.883156	-186.883156	-276.883156	-375.883156	-441.883156	-436.883156	-366.883156	-267.883156
0	0	262	1416.000000	1.#INF00	0.000000	0.000000	393.116844	280.116844	147.116844	40.116844	-34.883156	-147.883156	-362.883156	-658.883156	-913.883156	-962.883156	-733.883156	-334.883156	18.116844	183.116844	197.116844	189.116844	242.116844	343.116844	431.116844	453.116844	396.116844	303.116844	231.116844	202.116844	186.116844	150.116844	110.116844	119.116844	201.116844	289.116844	278.116844	140.116844
0	0	379	1112.000000	1.#INF00	0.000000	0.000000	-164.883156	-216.883156	-228.883156	-204.883156	-183.883156	-244.883156	-429.883156	-660.883156	-784.883156	-709.883156	-491.883156	-284.883156	-190.883156	-186.883156	-188.883156	-140.883156	-48.883156	47.116844	118.116844	169.116844	219.116844	270.116844	311.116844	327.116844	309.116844	268.116844	229.116844	206.116844	195.116844	178.116844	146.116844	134.116844
0	0	401	1791.000000	1.#INF00	0.000000	0.000000	115.116844	50.116844	45.116844	70.116844	62.116844	-11.883156	-162.883156	-408.883156	-750.883156	-1121.883156	-1365.883156	-1368.883156	-1169.883156	-915.883156	-708.883156	-558.883156	-440.883156	-340.883156	-254.883156	-171.883156	-97.883156	-32.883156	46.116844	140.116844	200.116844	188.116844	152.116844	181.116844	289.116844	394.116844	422.116844	390.116844
0	0	417	2741.000000	1.#INF00	0.000000	0.000000	-188.883156	-373.883156	-469.883156	-443.883156	-339.883156	-279.883156	-364.883156	-573.883156	-797.883156	-974.883156	-1133.883156	-1256.883156	-1201.883156	-884.883156	-445.883156	-122.883156	14.116844	85.116844	146.116844	60.116844	-273.883156	-649.883156	-708.883156	-316.883156	318.116844	890.116844	1252.116844	1432.116844	1484.116844	1400.116844	1172.116844	880.116844
1	1	417	2820.000000	1.#INF00	0.000000	0.000000	1400.116844	1172.116844	880.116844	663.116844	577.116844	483.116844	150.116844	-482.883156	-1138.883156	-1419.883156	-1171.883156	-583.883156	24.116844	456.116844	684.116844	745.116844	662.116844	447.116844	141.116844	-173.883156	-402.883156	-472.883156	-377.883156	-189.883156	-18.883156	58.116844	29.116844	-39.883156	-56.883156	19.116844	146.116844	246.116844
0	0	419	908.000000	1.#INF00	0.000000	0.000000	-163.883156	-233.883156	-257.883156	-266.883156	-320.883156	-433.883156	-574.883156	-702.883156	-792.883156	-823.883156	-753.883156	-554.883156	-293.883156	-104.883156	-56.883156	-102.883156	-159.883156	-217.883156	-309.883156	-419.883156	-448.883156	-318.883156	-90.883156	75.116844	84.116844	-7.883156	-90.883156	-132.883156	-165.883156	-203.883156	-218.883156	-193.883156
